race;interval;id;Rank;Bib;LastName;FirstName;Team;Nation;YOB;Sex;AgeClass;AcRank;NetTime;GunTime;Age;NetMins;GunMins
21k;10K;NA;NA;10770;NA;NA;"NA";"DEU";1964;M;M45;NA;"00:53:30";"NA";47;53.5;NA
21k;complete;NA;5570;18238;NA;NA;"Sv Frille-wietersheim";"DEU";1949;M;M60;104;"01:53:24";"02:02:48";62;113.4;122.8
21k;10K;NA;NA;18238;NA;NA;"Sv Frille-wietersheim";"DEU";1949;M;M60;NA;"00:53:42";"NA";62;53.7;NA
21k;complete;NA;5571;F7546;NA;NA;"NA";"DNK";1957;W;W50;36;"01:53:24";"01:57:14";54;113.4;117.2333
21k;10K;NA;NA;F7546;NA;NA;"NA";"DNK";1957;W;W50;NA;"00:50:53";"NA";54;50.8833;NA
21k;complete;NA;5572;F7402;NA;NA;"Lauftreff Wunstorf";"DEU";1959;W;W50;37;"01:53:25";"02:00:06";52;113.4167;120.1
21k;10K;NA;NA;F7402;NA;NA;"Lauftreff Wunstorf";"DEU";1959;W;W50;NA;"00:52:19";"NA";52;52.3167;NA
21k;complete;NA;5573;F8043;NA;NA;"NA";"DEU";1965;W;W45;104;"01:53:25";"01:59:55";46;113.4167;119.9167
21k;10K;NA;NA;F8043;NA;NA;"NA";"DEU";1965;W;W45;NA;"00:51:54";"NA";46;51.9;NA
21k;complete;NA;5574;17861;NA;NA;"Triteam Berlin";"DEU";1972;M;M35;651;"01:53:25";"01:57:56";39;113.4167;117.9333
21k;10K;NA;NA;17861;NA;NA;"Triteam Berlin";"DEU";1972;M;M35;NA;"00:52:55";"NA";39;52.9167;NA
21k;complete;NA;5574;6553;NA;NA;"NA";"DEU";1969;M;M40;939;"01:53:25";"01:53:51";42;113.4167;113.85
21k;10K;NA;NA;6553;NA;NA;"NA";"DEU";1969;M;M40;NA;"00:49:20";"NA";42;49.3333;NA
21k;complete;NA;5576;3264;NA;NA;"Küchenhaus Berlin, Mecklenburg";"DEU";1957;M;M50;537;"01:53:25";"01:58:18";54;113.4167;118.3
21k;10K;NA;NA;3264;NA;NA;"Küchenhaus Berlin, Mecklenburg";"DEU";1957;M;M50;NA;"00:52:15";"NA";54;52.25;NA
21k;complete;NA;5577;18367;NA;NA;"NA";"DEU";1981;M;M30;692;"01:53:25";"01:57:25";30;113.4167;117.4167
21k;10K;NA;NA;18367;NA;NA;"NA";"DEU";1981;M;M30;NA;"00:51:00";"NA";30;51;NA
21k;complete;NA;5578;14165;NA;NA;"NA";"DEU";1994;M;MJB;20;"01:53:25";"01:55:49";17;113.4167;115.8167
21k;10K;NA;NA;14165;NA;NA;"NA";"DEU";1994;M;MJB;NA;"00:45:52";"NA";17;45.8667;NA
21k;complete;NA;5579;F6221;NA;NA;"NA";"DEU";1975;W;W35;95;"01:53:26";"02:16:37";36;113.4333;136.6167
21k;10K;NA;NA;F6221;NA;NA;"NA";"DEU";1975;W;W35;NA;"00:53:11";"NA";36;53.1833;NA
21k;complete;NA;5580;F4938;NA;NA;"Lg Uni Lübeck";"DEU";1955;W;W55;12;"01:53:26";"01:58:31";56;113.4333;118.5167
21k;10K;NA;NA;F4938;NA;NA;"Lg Uni Lübeck";"DEU";1955;W;W55;NA;"00:51:40";"NA";56;51.6667;NA
21k;complete;NA;5580;18634;NA;NA;"NA";"DEU";1985;M;MH;788;"01:53:26";"02:14:51";26;113.4333;134.85
21k;10K;NA;NA;18634;NA;NA;"NA";"DEU";1985;M;MH;NA;"00:50:56";"NA";26;50.9333;NA
21k;complete;NA;5582;338;NA;NA;"LG Süd Berlin";"DEU";1960;M;M50;538;"01:53:26";"01:55:55";51;113.4333;115.9167
21k;10K;NA;NA;338;NA;NA;"LG Süd Berlin";"DEU";1960;M;M50;NA;"00:53:05";"NA";51;53.0833;NA
21k;complete;NA;5583;F4742;NA;NA;"Polizei  Berlin";"DEU";1974;W;W35;96;"01:53:26";"01:59:28";37;113.4333;119.4667
21k;10K;NA;NA;F4742;NA;NA;"Polizei  Berlin";"DEU";1974;W;W35;NA;"00:51:16";"NA";37;51.2667;NA
21k;complete;NA;5584;F6013;NA;NA;"Mtv Vorsfelde Marathon";"DEU";1965;W;W45;105;"01:53:27";"01:58:49";46;113.45;118.8167
21k;10K;NA;NA;F6013;NA;NA;"Mtv Vorsfelde Marathon";"DEU";1965;W;W45;NA;"00:54:09";"NA";46;54.15;NA
21k;complete;NA;5585;8543;NA;NA;"Nijmegen Atletiek";"NLD";1966;M;M45;963;"01:53:27";"01:57:48";45;113.45;117.8
21k;10K;NA;NA;8543;NA;NA;"Nijmegen Atletiek";"NLD";1966;M;M45;NA;"00:51:17";"NA";45;51.2833;NA
21k;complete;NA;5586;19089;NA;NA;"NA";"NLD";1978;M;M30;693;"01:53:27";"02:16:55";33;113.45;136.9167
21k;10K;NA;NA;19089;NA;NA;"NA";"NLD";1978;M;M30;NA;"00:52:36";"NA";33;52.6;NA
21k;complete;NA;5587;F222;NA;NA;"Ltc Berlin";"DEU";1954;W;W55;13;"01:53:27";"01:55:42";57;113.45;115.7
21k;10K;NA;NA;F222;NA;NA;"Ltc Berlin";"DEU";1954;W;W55;NA;"00:53:55";"NA";57;53.9167;NA
21k;complete;NA;5588;F6115;NA;NA;"NA";"DEU";1985;W;WH;136;"01:53:27";"02:18:07";26;113.45;138.1167
21k;10K;NA;NA;F6115;NA;NA;"NA";"DEU";1985;W;WH;NA;"00:53:55";"NA";26;53.9167;NA
21k;complete;NA;5589;3211;NA;NA;"NA";"ESP";1964;M;M45;964;"01:53:27";"02:11:45";47;113.45;131.75
21k;10K;NA;NA;3211;NA;NA;"NA";"ESP";1964;M;M45;NA;"00:52:17";"NA";47;52.2833;NA
21k;complete;NA;5590;F1955;NA;NA;"NA";"DEU";1972;W;W35;97;"01:53:27";"02:00:45";39;113.45;120.75
21k;10K;NA;NA;F1955;NA;NA;"NA";"DEU";1972;W;W35;NA;"00:51:50";"NA";39;51.8333;NA
21k;complete;NA;5591;7384;NA;NA;"Ff Frohnau";"DEU";1990;M;MH;789;"01:53:28";"02:18:07";21;113.4667;138.1167
21k;10K;NA;NA;7384;NA;NA;"Ff Frohnau";"DEU";1990;M;MH;NA;"00:53:56";"NA";21;53.9333;NA
21k;complete;NA;5592;7922;NA;NA;"Smart Mobile Factory";"DEU";1984;M;MH;790;"01:53:28";"02:01:11";27;113.4667;121.1833
21k;10K;NA;NA;7922;NA;NA;"Smart Mobile Factory";"DEU";1984;M;MH;NA;"00:52:51";"NA";27;52.85;NA
21k;complete;NA;5593;14334;NA;NA;"NA";"DEU";1955;M;M55;213;"01:53:28";"02:12:18";56;113.4667;132.3
21k;10K;NA;NA;14334;NA;NA;"NA";"DEU";1955;M;M55;NA;"00:54:28";"NA";56;54.4667;NA
21k;complete;NA;5593;F5037;NA;NA;"Pro Sport Berlin 24";"DEU";1984;W;WH;137;"01:53:28";"01:59:09";27;113.4667;119.15
21k;10K;NA;NA;F5037;NA;NA;"Pro Sport Berlin 24";"DEU";1984;W;WH;NA;"00:52:13";"NA";27;52.2167;NA
21k;complete;NA;5595;13865;NA;NA;"NA";"DEU";1963;M;M45;965;"01:53:29";"02:00:11";48;113.4833;120.1833
21k;10K;NA;NA;13865;NA;NA;"NA";"DEU";1963;M;M45;NA;"00:51:43";"NA";48;51.7167;NA
21k;complete;NA;5596;8904;NA;NA;"NA";"DNK";1962;M;M45;966;"01:53:29";"02:14:46";49;113.4833;134.7667
21k;10K;NA;NA;8904;NA;NA;"NA";"DNK";1962;M;M45;NA;"00:53:57";"NA";49;53.95;NA
21k;complete;NA;5597;F3586;NA;NA;"NA";"DEU";1969;W;W40;102;"01:53:29";"02:03:46";42;113.4833;123.7667
21k;10K;NA;NA;F3586;NA;NA;"NA";"DEU";1969;W;W40;NA;"00:53:08";"NA";42;53.1333;NA
21k;complete;NA;5598;F6202;NA;NA;"NA";"DEU";1971;W;W40;103;"01:53:29";"02:00:28";40;113.4833;120.4667
21k;10K;NA;NA;F6202;NA;NA;"NA";"DEU";1971;W;W40;NA;"00:52:18";"NA";40;52.3;NA
21k;complete;NA;5598;16986;NA;NA;"NA";"TUR";1966;M;M45;967;"01:53:29";"01:57:58";45;113.4833;117.9667
21k;10K;NA;NA;16986;NA;NA;"NA";"TUR";1966;M;M45;NA;"00:51:13";"NA";45;51.2167;NA
21k;complete;NA;5600;1258;NA;NA;"BSG Landesbank Berlin";"DEU";1960;M;M50;539;"01:53:29";"01:58:01";51;113.4833;118.0167
21k;10K;NA;NA;1258;NA;NA;"BSG Landesbank Berlin";"DEU";1960;M;M50;NA;"00:52:01";"NA";51;52.0167;NA
21k;complete;NA;5600;7548;NA;NA;"NA";"DEU";1973;M;M35;652;"01:53:29";"02:16:41";38;113.4833;136.6833
21k;10K;NA;NA;7548;NA;NA;"NA";"DEU";1973;M;M35;NA;"00:52:56";"NA";38;52.9333;NA
21k;complete;NA;5602;5194;NA;NA;"NA";"DNK";1978;M;M30;694;"01:53:29";"02:10:47";33;113.4833;130.7833
21k;10K;NA;NA;5194;NA;NA;"NA";"DNK";1978;M;M30;NA;"00:54:17";"NA";33;54.2833;NA
21k;complete;NA;5603;13547;NA;NA;"NA";"GBR";1981;M;M30;695;"01:53:29";"02:10:48";30;113.4833;130.8
21k;10K;NA;NA;13547;NA;NA;"NA";"GBR";1981;M;M30;NA;"00:52:34";"NA";30;52.5667;NA
21k;complete;NA;5604;6917;NA;NA;"NA";"CAN";1982;M;MH;791;"01:53:29";"01:59:03";29;113.4833;119.05
21k;10K;NA;NA;6917;NA;NA;"NA";"CAN";1982;M;MH;NA;"00:49:43";"NA";29;49.7167;NA
21k;complete;NA;5605;17053;NA;NA;"NA";"DEU";1968;M;M40;940;"01:53:30";"01:57:29";43;113.5;117.4833
21k;10K;NA;NA;17053;NA;NA;"NA";"DEU";1968;M;M40;NA;"00:51:21";"NA";43;51.35;NA
21k;complete;NA;5606;17180;NA;NA;"NA";"ITA";1971;M;M40;941;"01:53:30";"01:59:09";40;113.5;119.15
21k;10K;NA;NA;17180;NA;NA;"NA";"ITA";1971;M;M40;NA;"00:53:29";"NA";40;53.4833;NA
21k;complete;NA;5607;10422;NA;NA;"NA";"DEU";1962;M;M45;968;"01:53:30";"02:08:33";49;113.5;128.55
21k;10K;NA;NA;10422;NA;NA;"NA";"DEU";1962;M;M45;NA;"00:51:55";"NA";49;51.9167;NA
21k;complete;NA;5608;F6619;NA;NA;"SC Poseidon";"DEU";1966;W;W45;106;"01:53:30";"02:01:11";45;113.5;121.1833
21k;10K;NA;NA;F6619;NA;NA;"SC Poseidon";"DEU";1966;W;W45;NA;"00:51:32";"NA";45;51.5333;NA
21k;complete;NA;5609;9417;NA;NA;"NA";"DEU";1970;M;M40;942;"01:53:30";"01:54:07";41;113.5;114.1167
21k;10K;NA;NA;9417;NA;NA;"NA";"DEU";1970;M;M40;NA;"00:48:18";"NA";41;48.3;NA
21k;complete;NA;5610;14908;NA;NA;"NA";"DEU";1967;M;M40;943;"01:53:31";"02:09:10";44;113.5167;129.1667
21k;10K;NA;NA;14908;NA;NA;"NA";"DEU";1967;M;M40;NA;"00:51:32";"NA";44;51.5333;NA
21k;complete;NA;5611;19339;NA;NA;"NA";"DNK";1961;M;M50;540;"01:53:31";"01:58:25";50;113.5167;118.4167
21k;10K;NA;NA;19339;NA;NA;"NA";"DNK";1961;M;M50;NA;"00:51:58";"NA";50;51.9667;NA
21k;complete;NA;5611;7408;NA;NA;"NA";"DEU";1970;M;M40;944;"01:53:31";"02:10:20";41;113.5167;130.3333
21k;10K;NA;NA;7408;NA;NA;"NA";"DEU";1970;M;M40;NA;"00:52:39";"NA";41;52.65;NA
21k;complete;NA;5613;3932;NA;NA;"SmartRunning";"DEU";1964;M;M45;969;"01:53:31";"01:55:53";47;113.5167;115.8833
21k;10K;NA;NA;3932;NA;NA;"SmartRunning";"DEU";1964;M;M45;NA;"00:53:35";"NA";47;53.5833;NA
21k;complete;NA;5614;5407;NA;NA;"NA";"DEU";1967;M;M40;945;"01:53:31";"01:57:44";44;113.5167;117.7333
21k;10K;NA;NA;5407;NA;NA;"NA";"DEU";1967;M;M40;NA;"00:51:02";"NA";44;51.0333;NA
21k;complete;NA;5615;3879;NA;NA;"Stralsund";"DEU";1963;M;M45;970;"01:53:32";"01:58:12";48;113.5333;118.2
21k;10K;NA;NA;3879;NA;NA;"Stralsund";"DEU";1963;M;M45;NA;"00:51:30";"NA";48;51.5;NA
21k;complete;NA;5616;F6985;NA;NA;"NA";"NLD";1960;W;W50;38;"01:53:32";"02:00:32";51;113.5333;120.5333
21k;10K;NA;NA;F6985;NA;NA;"NA";"NLD";1960;W;W50;NA;"00:52:44";"NA";51;52.7333;NA
21k;complete;NA;5616;F1492;NA;NA;"NA";"DEU";1959;W;W50;38;"01:53:32";"02:00:26";52;113.5333;120.4333
21k;10K;NA;NA;F1492;NA;NA;"NA";"DEU";1959;W;W50;NA;"00:52:56";"NA";52;52.9333;NA
21k;complete;NA;5618;3398;NA;NA;"Turbo-schnecken Lüdenscheid";"DEU";1966;M;M45;971;"01:53:32";"02:00:00";45;113.5333;120
21k;10K;NA;NA;3398;NA;NA;"Turbo-schnecken Lüdenscheid";"DEU";1966;M;M45;NA;"00:51:14";"NA";45;51.2333;NA
21k;complete;NA;5619;14484;NA;NA;"NA";"DEU";1964;M;M45;972;"01:53:32";"01:59:36";47;113.5333;119.6
21k;10K;NA;NA;14484;NA;NA;"NA";"DEU";1964;M;M45;NA;"00:50:48";"NA";47;50.8;NA
21k;complete;NA;5620;F944;NA;NA;"NA";"DEU";1979;W;W30;105;"01:53:33";"02:08:36";32;113.55;128.6
21k;10K;NA;NA;F944;NA;NA;"NA";"DEU";1979;W;W30;NA;"00:53:06";"NA";32;53.1;NA
21k;complete;NA;5621;19063;NA;NA;"Blovstrød Løverne";"DNK";1954;M;M55;214;"01:53:33";"02:04:10";57;113.55;124.1667
21k;10K;NA;NA;19063;NA;NA;"Blovstrød Løverne";"DNK";1954;M;M55;NA;"00:52:31";"NA";57;52.5167;NA
21k;complete;NA;5622;12523;NA;NA;"Hit & Run";"DEU";1979;M;M30;696;"01:53:33";"02:00:05";32;113.55;120.0833
21k;10K;NA;NA;12523;NA;NA;"Hit & Run";"DEU";1979;M;M30;NA;"00:52:33";"NA";32;52.55;NA
21k;complete;NA;5623;3942;NA;NA;"NA";"DEU";1967;M;M40;946;"01:53:34";"02:01:05";44;113.5667;121.0833
21k;10K;NA;NA;3942;NA;NA;"NA";"DEU";1967;M;M40;NA;"00:53:59";"NA";44;53.9833;NA
21k;complete;NA;5624;12650;NA;NA;"NA";"DEU";1969;M;M40;947;"01:53:34";"01:56:20";42;113.5667;116.3333
21k;10K;NA;NA;12650;NA;NA;"NA";"DEU";1969;M;M40;NA;"00:48:58";"NA";42;48.9667;NA
21k;complete;NA;5625;10744;NA;NA;"NA";"DNK";1976;M;M35;653;"01:53:34";"02:00:17";35;113.5667;120.2833
21k;10K;NA;NA;10744;NA;NA;"NA";"DNK";1976;M;M35;NA;"00:52:13";"NA";35;52.2167;NA
21k;complete;NA;5626;4749;NA;NA;"NA";"DEU";1982;M;MH;792;"01:53:34";"02:00:05";29;113.5667;120.0833
21k;10K;NA;NA;4749;NA;NA;"NA";"DEU";1982;M;MH;NA;"00:52:33";"NA";29;52.55;NA
21k;complete;NA;5627;5330;NA;NA;"NA";"DEU";1963;M;M45;973;"01:53:34";"01:56:40";48;113.5667;116.6667
21k;10K;NA;NA;5330;NA;NA;"NA";"DEU";1963;M;M45;NA;"00:50:21";"NA";48;50.35;NA
21k;complete;NA;5628;13818;NA;NA;"NA";"DEU";1970;M;M40;948;"01:53:34";"02:02:59";41;113.5667;122.9833
21k;10K;NA;NA;13818;NA;NA;"NA";"DEU";1970;M;M40;NA;"00:53:58";"NA";41;53.9667;NA
21k;complete;NA;5629;13371;NA;NA;"Pneumant";"DEU";1966;M;M45;974;"01:53:35";"01:56:14";45;113.5833;116.2333
21k;10K;NA;NA;13371;NA;NA;"Pneumant";"DEU";1966;M;M45;NA;"00:50:22";"NA";45;50.3667;NA
21k;complete;NA;5630;5472;NA;NA;"Münchener Parkschnecken";"DEU";1978;M;M30;697;"01:53:35";"01:58:47";33;113.5833;118.7833
21k;10K;NA;NA;5472;NA;NA;"Münchener Parkschnecken";"DEU";1978;M;M30;NA;"00:51:41";"NA";33;51.6833;NA
21k;complete;NA;5631;12966;NA;NA;"Byc";"DEU";1960;M;M50;541;"01:53:35";"02:00:16";51;113.5833;120.2667
21k;10K;NA;NA;12966;NA;NA;"Byc";"DEU";1960;M;M50;NA;"00:54:46";"NA";51;54.7667;NA
21k;complete;NA;5632;5951;NA;NA;"Lll Koserow";"DEU";1971;M;M40;949;"01:53:35";"02:13:10";40;113.5833;133.1667
21k;10K;NA;NA;5951;NA;NA;"Lll Koserow";"DEU";1971;M;M40;NA;"00:53:36";"NA";40;53.6;NA
21k;complete;NA;5633;11288;NA;NA;"Buresøbanden";"DNK";1955;M;M55;215;"01:53:35";"02:02:33";56;113.5833;122.55
21k;10K;NA;NA;11288;NA;NA;"Buresøbanden";"DNK";1955;M;M55;NA;"00:53:27";"NA";56;53.45;NA
21k;complete;NA;5634;4119;NA;NA;"NA";"DEU";1966;M;M45;975;"01:53:35";"01:54:32";45;113.5833;114.5333
21k;10K;NA;NA;4119;NA;NA;"NA";"DEU";1966;M;M45;NA;"00:49:56";"NA";45;49.9333;NA
21k;complete;NA;5635;6636;NA;NA;"NA";"DEU";1975;M;M35;654;"01:53:35";"02:03:36";36;113.5833;123.6
21k;10K;NA;NA;6636;NA;NA;"NA";"DEU";1975;M;M35;NA;"00:54:36";"NA";36;54.6;NA
21k;complete;NA;5636;17104;NA;NA;"NA";"DEU";1983;M;MH;793;"01:53:35";"01:57:55";28;113.5833;117.9167
21k;10K;NA;NA;17104;NA;NA;"NA";"DEU";1983;M;MH;NA;"00:48:58";"NA";28;48.9667;NA
21k;complete;NA;5636;16715;NA;NA;"NA";"POL";1974;M;M35;655;"01:53:35";"01:59:20";37;113.5833;119.3333
21k;10K;NA;NA;16715;NA;NA;"NA";"POL";1974;M;M35;NA;"00:52:46";"NA";37;52.7667;NA
21k;complete;NA;5638;18117;NA;NA;"NA";"DEU";1976;M;M35;656;"01:53:36";"02:02:20";35;113.6;122.3333
21k;10K;NA;NA;18117;NA;NA;"NA";"DEU";1976;M;M35;NA;"00:52:23";"NA";35;52.3833;NA
21k;complete;NA;5638;F1445;NA;NA;"NA";"SWE";1984;W;WH;138;"01:53:36";"02:00:23";27;113.6;120.3833
21k;10K;NA;NA;F1445;NA;NA;"NA";"SWE";1984;W;WH;NA;"00:55:12";"NA";27;55.2;NA
21k;complete;NA;5640;15129;NA;NA;"Volkspark Friedrichshain";"DEU";1981;M;M30;698;"01:53:36";"02:13:53";30;113.6;133.8833
21k;10K;NA;NA;15129;NA;NA;"Volkspark Friedrichshain";"DEU";1981;M;M30;NA;"00:50:08";"NA";30;50.1333;NA
21k;complete;NA;5641;7157;NA;NA;"NA";"DEU";1981;M;M30;699;"01:53:36";"02:08:50";30;113.6;128.8333
21k;10K;NA;NA;7157;NA;NA;"NA";"DEU";1981;M;M30;NA;"00:52:17";"NA";30;52.2833;NA
21k;complete;NA;5641;F1400;NA;NA;"NA";"DNK";1962;W;W45;107;"01:53:36";"02:09:28";49;113.6;129.4667
21k;10K;NA;NA;F1400;NA;NA;"NA";"DNK";1962;W;W45;NA;"00:52:27";"NA";49;52.45;NA
21k;complete;NA;5643;F6447;NA;NA;"NA";"DEU";1978;W;W30;106;"01:53:36";"02:09:20";33;113.6;129.3333
21k;10K;NA;NA;F6447;NA;NA;"NA";"DEU";1978;W;W30;NA;"00:53:30";"NA";33;53.5;NA
21k;complete;NA;5644;16129;NA;NA;"NA";"DNK";1986;M;MH;794;"01:53:36";"02:01:44";25;113.6;121.7333
21k;10K;NA;NA;16129;NA;NA;"NA";"DNK";1986;M;MH;NA;"00:55:09";"NA";25;55.15;NA
21k;complete;NA;5644;13374;NA;NA;"NA";"COL";1980;M;M30;700;"01:53:36";"02:09:50";31;113.6;129.8333
21k;10K;NA;NA;13374;NA;NA;"NA";"COL";1980;M;M30;NA;"00:54:32";"NA";31;54.5333;NA
21k;complete;NA;5646;F3312;NA;NA;"NA";"LUX";1958;W;W50;40;"01:53:37";"02:11:31";53;113.6167;131.5167
21k;10K;NA;NA;F3312;NA;NA;"NA";"LUX";1958;W;W50;NA;"00:52:36";"NA";53;52.6;NA
21k;complete;NA;5647;1569;NA;NA;"Polizei Berlin";"DEU";1969;M;M40;950;"01:53:37";"01:58:25";42;113.6167;118.4167
21k;10K;NA;NA;1569;NA;NA;"Polizei Berlin";"DEU";1969;M;M40;NA;"00:49:33";"NA";42;49.55;NA
21k;complete;NA;5648;10540;NA;NA;"Berliner Feuerwehr";"DEU";1960;M;M50;542;"01:53:37";"01:56:25";51;113.6167;116.4167
21k;10K;NA;NA;10540;NA;NA;"Berliner Feuerwehr";"DEU";1960;M;M50;NA;"00:50:22";"NA";51;50.3667;NA
21k;complete;NA;5649;19025;NA;NA;"Marathon Travel Club";"DNK";1980;M;M30;701;"01:53:37";"02:09:06";31;113.6167;129.1
21k;10K;NA;NA;19025;NA;NA;"Marathon Travel Club";"DNK";1980;M;M30;NA;"00:50:58";"NA";31;50.9667;NA
21k;complete;NA;5650;6238;NA;NA;"Stafford Harriers";"GBR";1945;M;M65;26;"01:53:38";"02:00:40";66;113.6333;120.6667
21k;10K;NA;NA;6238;NA;NA;"Stafford Harriers";"GBR";1945;M;M65;NA;"00:52:12";"NA";66;52.2;NA
21k;complete;NA;5651;F5817;NA;NA;"NA";"DEU";1974;W;W35;98;"01:53:38";"01:57:19";37;113.6333;117.3167
21k;10K;NA;NA;F5817;NA;NA;"NA";"DEU";1974;W;W35;NA;"00:53:35";"NA";37;53.5833;NA
21k;complete;NA;5652;F1508;NA;NA;"NA";"DEU";1988;W;WH;139;"01:53:38";"02:01:57";23;113.6333;121.95
21k;10K;NA;NA;F1508;NA;NA;"NA";"DEU";1988;W;WH;NA;"00:50:35";"NA";23;50.5833;NA
21k;complete;NA;5652;19240;NA;NA;"MTC";"DNK";1952;M;M55;216;"01:53:38";"01:58:19";59;113.6333;118.3167
21k;10K;NA;NA;19240;NA;NA;"MTC";"DNK";1952;M;M55;NA;"00:51:44";"NA";59;51.7333;NA
21k;complete;NA;5654;13769;NA;NA;"Hertha BSC";"DEU";1974;M;M35;657;"01:53:38";"01:59:41";37;113.6333;119.6833
21k;10K;NA;NA;13769;NA;NA;"Hertha BSC";"DEU";1974;M;M35;NA;"00:50:29";"NA";37;50.4833;NA
21k;complete;NA;5655;17958;NA;NA;"NA";"DEU";1961;M;M50;543;"01:53:38";"01:58:25";50;113.6333;118.4167
21k;10K;NA;NA;17958;NA;NA;"NA";"DEU";1961;M;M50;NA;"00:49:35";"NA";50;49.5833;NA
21k;complete;NA;5656;5960;NA;NA;"LLV Ludwigsfelde";"DEU";1969;M;M40;951;"01:53:38";"01:59:33";42;113.6333;119.55
21k;10K;NA;NA;5960;NA;NA;"LLV Ludwigsfelde";"DEU";1969;M;M40;NA;"00:51:40";"NA";42;51.6667;NA
21k;complete;NA;5657;4395;NA;NA;"Center Systems";"DEU";1976;M;M35;658;"01:53:38";"01:57:38";35;113.6333;117.6333
21k;10K;NA;NA;4395;NA;NA;"Center Systems";"DEU";1976;M;M35;NA;"00:51:00";"NA";35;51;NA
21k;complete;NA;5658;15378;NA;NA;"NA";"DEU";1967;M;M40;952;"01:53:38";"01:56:37";44;113.6333;116.6167
21k;10K;NA;NA;15378;NA;NA;"NA";"DEU";1967;M;M40;NA;"00:51:20";"NA";44;51.3333;NA
21k;complete;NA;5659;18083;NA;NA;"Lauftreff Uni Mannheim";"DEU";1983;M;MH;795;"01:53:38";"02:00:08";28;113.6333;120.1333
21k;10K;NA;NA;18083;NA;NA;"Lauftreff Uni Mannheim";"DEU";1983;M;MH;NA;"00:51:41";"NA";28;51.6833;NA
21k;complete;NA;5660;7706;NA;NA;"NA";"DNK";1968;M;M40;953;"01:53:38";"02:01:38";43;113.6333;121.6333
21k;10K;NA;NA;7706;NA;NA;"NA";"DNK";1968;M;M40;NA;"00:50:50";"NA";43;50.8333;NA
21k;complete;NA;5661;7608;NA;NA;"NA";"DEU";1972;M;M35;659;"01:53:38";"02:03:20";39;113.6333;123.3333
21k;10K;NA;NA;7608;NA;NA;"NA";"DEU";1972;M;M35;NA;"00:54:47";"NA";39;54.7833;NA
21k;complete;NA;5662;16190;NA;NA;"TCO Running Team";"DEU";1958;M;M50;544;"01:53:38";"01:58:51";53;113.6333;118.85
21k;10K;NA;NA;16190;NA;NA;"TCO Running Team";"DEU";1958;M;M50;NA;"00:52:04";"NA";53;52.0667;NA
21k;complete;NA;5663;9789;NA;NA;"Laufgruppe Burger Ihleläufer";"DEU";1938;M;M70;11;"01:53:39";"01:55:54";73;113.65;115.9
21k;10K;NA;NA;9789;NA;NA;"Laufgruppe Burger Ihleläufer";"DEU";1938;M;M70;NA;"00:52:27";"NA";73;52.45;NA
21k;complete;NA;5664;6163;NA;NA;"Asd Evinrude";"ITA";1962;M;M45;976;"01:53:39";"01:59:18";49;113.65;119.3
21k;10K;NA;NA;6163;NA;NA;"Asd Evinrude";"ITA";1962;M;M45;NA;"00:51:25";"NA";49;51.4167;NA
21k;complete;NA;5665;F8212;NA;NA;"TSV Brunkensen";"DEU";1988;W;WH;140;"01:53:39";"02:00:52";23;113.65;120.8667
21k;10K;NA;NA;F8212;NA;NA;"TSV Brunkensen";"DEU";1988;W;WH;NA;"00:49:09";"NA";23;49.15;NA
21k;complete;NA;5666;5372;NA;NA;"NA";"DEU";1977;M;M30;702;"01:53:40";"02:00:20";34;113.6667;120.3333
21k;10K;NA;NA;5372;NA;NA;"NA";"DEU";1977;M;M30;NA;"00:51:31";"NA";34;51.5167;NA
21k;complete;NA;5667;1052;NA;NA;"Naturfreunde Berlin";"DEU";1966;M;M45;977;"01:53:40";"02:00:23";45;113.6667;120.3833
21k;10K;NA;NA;1052;NA;NA;"Naturfreunde Berlin";"DEU";1966;M;M45;NA;"00:53:53";"NA";45;53.8833;NA
21k;complete;NA;5667;16267;NA;NA;"Berliner Feuerwehr";"DEU";1966;M;M45;977;"01:53:40";"01:58:46";45;113.6667;118.7667
21k;10K;NA;NA;16267;NA;NA;"Berliner Feuerwehr";"DEU";1966;M;M45;NA;"00:51:32";"NA";45;51.5333;NA
21k;complete;NA;5669;12103;NA;NA;"NA";"DEU";1984;M;MH;796;"01:53:40";"01:55:36";27;113.6667;115.6
21k;10K;NA;NA;12103;NA;NA;"NA";"DEU";1984;M;MH;NA;"00:50:21";"NA";27;50.35;NA
21k;complete;NA;5670;15336;NA;NA;"NA";"DEU";1966;M;M45;979;"01:53:40";"02:09:19";45;113.6667;129.3167
21k;10K;NA;NA;15336;NA;NA;"NA";"DEU";1966;M;M45;NA;"00:53:13";"NA";45;53.2167;NA
21k;complete;NA;5671;9060;NA;NA;"NA";"DEU";1960;M;M50;545;"01:53:41";"02:15:54";51;113.6833;135.9
21k;10K;NA;NA;9060;NA;NA;"NA";"DEU";1960;M;M50;NA;"00:53:03";"NA";51;53.05;NA
21k;complete;NA;5672;F8281;NA;NA;"NA";"DEU";1953;W;W55;14;"00:00:00";"00:00:00";58;0;0
21k;complete;NA;5672;6372;NA;NA;"NA";"DEU";1969;M;M40;954;"01:53:41";"02:18:28";42;113.6833;138.4667
21k;10K;NA;NA;6372;NA;NA;"NA";"DEU";1969;M;M40;NA;"00:54:56";"NA";42;54.9333;NA
